Actual_Profit,Pred_RF,Pred_XGB
-1.5,-6.954445663966871,-10.149518
47.46,64.28843165414162,79.246185
4.05,4.646865917843246,5.1643796
46.58,37.86935906715086,42.06685
5.7,37.174460238091015,43.413826
4.77,7.003013123124369,3.8647547
1.67,15.154401355248162,17.933304
152.49,-14.619163832983753,-0.28903687
117.36,90.19178507033504,93.844055
138.84,76.3458446289058,84.40975
24.75,16.18832145660776,12.839053
15.48,35.550340342773154,38.945194
-11.93,-20.06663830783341,-36.03517
19.49,13.036863582750517,11.25682
17.94,15.250972165300483,15.537688
22.29,9.100720386828355,13.287311
17.84,14.243921335623467,10.076041
2.52,3.8323700563139607,2.3573275
-19.3,10.306086205278714,2.1487496
5.52,8.059817549926883,3.9878535
1.08,16.922497680602046,11.948374
92.33,4.061128022741145,39.521397
84.6,112.56241895169069,123.24135
-3.47,-6.913420445431727,-9.273535
-4.1,29.74833788245423,39.814083
-535.44,-358.1255943551587,-343.00522
5.04,16.36836951461759,12.03624
31.87,18.26970879274893,12.711156
0.0,58.386829214083626,52.508877
-247.15,-147.83514258928565,-146.7953
15.03,12.854050621978326,10.432028
40.4,14.766052251597166,20.559914
-1.27,-5.421953721590906,-6.9035363
28.5,32.47654986049471,36.346165
26.88,96.9708965661967,91.99475
2.31,34.09731610702987,22.848038
12.51,10.614136908905694,6.1662526
-0.12,7.500692490653744,10.176502
24.42,14.508980334025921,12.786857
-39.97,-19.45105112479277,-17.581795
0.0,25.528169588016183,27.957865
-46.6,-53.927450843253965,-56.705917
-260.96,-177.39510759920643,-290.54007
62.39,176.22580206648672,140.65839
211.74,122.0497082982458,105.82873
-16.22,-23.73575973115939,-33.200745
-915.71,-381.4857309117964,-298.12338
-6.3,-8.058540297401608,-11.512862
8.28,0.7550721418157188,0.7394258
3.48,6.927502846838104,4.7743964
-9.49,-12.885957640016231,-24.194658
122.25,65.32431086411913,79.21736
206.37,97.17770488671641,53.50073
-25.03,-34.18265829455266,-33.023403
-95.88,-135.3026503914141,-145.94432
-29.93,-15.543178126209693,-19.090034
7.28,15.078975148316536,11.577106
2.37,4.00553500477507,3.6884117
4.43,6.206405167915464,5.5675697
108.24,57.82469346585792,61.541515
-85.99,-55.96553411522202,-66.17234
5.37,6.191466157176154,5.110675
700.65,404.40220384920656,413.45975
-8.52,-159.9814895001526,-123.34456
129.12,54.571679700383655,59.94168
2.76,8.981747996744835,6.484393
-609.64,-415.60049508928546,-434.44986
-130.16,-61.87689117846597,-68.897285
445.26,169.15351585648153,117.962494
20.16,71.05479773181175,52.141014
10.1,5.028452453638458,3.257296
-55.98,-70.65817486163324,-74.72375
153.93,85.98393830883673,85.49605
121.65,56.71325713944072,52.57308
-0.09,-66.69411607142855,-67.95744
30.96,20.10431616269084,23.105873
-228.56,-220.6940193650794,-328.39246
23.04,19.020454139657605,20.321394
834.55,477.90119130952394,582.44495
1.02,0.966183373399967,0.9221831
15.1,13.425649423327489,10.375722
30.15,19.64305925871868,20.363527
13.88,15.213877183819747,10.569283
74.58,35.98030591026953,39.683567
38.29,28.00745877594082,27.025618
10.92,14.766599769804927,13.087277
8.33,5.547200823515043,4.28097
35.1,23.210145103094096,11.435883
5.55,6.446674235660169,3.6516407
2.19,3.8335958436334643,3.5451562
62.39,24.70005415690881,21.784456
65.28,47.81093498804361,46.976604
-44.18,25.187897360600974,30.19385
1.65,4.255990378738974,3.7583952
327.59,312.93900293859673,382.3893
2.04,3.8530900365631964,3.9012334
-15.49,-15.317976621923487,-15.396882
-47.52,-40.90939402228358,-43.943195
-124.1,-146.0630370322038,-85.0018
50.34,55.282786603531285,52.625942
435.51,202.02183465356222,146.446
15.78,15.024052845967354,12.527878
44.7,48.319253077540594,45.487965
9.89,46.97635636028563,37.69506
-20.15,-18.466211499988482,-34.424103
5.66,8.199869733914205,5.9714155
8.85,12.982847988445192,3.3077042
6.3,93.33695244764277,95.011215
-98.5,-86.45689095937918,-90.39895
-3.07,-7.71310843945586,-8.755709
0.9,12.748011912158397,6.3074837
219.42,196.13422687457535,228.64554
163.67,108.73709373458843,115.28126
72.72,44.33655111747271,49.890514
-56.97,-34.75931715852009,-27.875957
-0.65,-11.05380130858412,-11.763232
32.64,21.27777275237894,21.340395
28.23,38.04342131152933,48.871033
8.27,2.8318457106853057,1.8264791
-18.99,-32.16604493330199,-25.310223
-50.54,-34.40571235389611,-44.22798
-53.44,-33.487803206168834,-62.090286
-6.2,-8.506299031402062,-7.6734514
35.26,34.65473635880841,38.41622
32.47,19.640043395337315,12.840522
0.51,9.925571092496671,6.374028
7.34,8.091621677299308,9.28567
30.24,18.26573023316594,21.738468
-39.27,-211.82197250000013,-218.74254
-16.27,-34.97764494318182,-43.766647
5.13,5.615214723124095,4.4152117
11.64,9.978713822876518,6.3830466
3.96,6.99286821517844,5.5036945
-84.06,-62.52089721918771,-72.623474
-93.34,-82.98973985930728,-79.53139
2.94,75.95476619259361,64.502144
13.47,-26.470421816093268,28.18643
47.99,40.6121427400722,37.14295
3.21,1.774466187447058,1.9947934
-35.52,-36.25762241660692,-33.980972
3.72,12.626132576742691,9.365201
648.6,265.07341341658037,268.61435
2.88,11.383617153540913,9.464601
-6.12,-7.048402723327391,-9.441491
60.48,-4.1825515100141,35.571896
9.77,5.0038193269271725,3.1643288
-197.57,-199.02317001984113,-210.54025
8.58,7.387884652130436,4.123502
26.16,30.958367102241986,33.62036
-7.97,-90.63330516356835,-109.708275
-7.6,-20.545507108615958,-32.72914
-306.36,-181.36385669642857,-235.25208
2.03,4.690882604523578,4.096334
73.02,31.348363898247445,27.321968
-4.41,-12.298279391575226,-20.864262
19.2,11.276792717727433,12.498518
-77.88,-257.33759214285726,-223.3881
13.95,10.645335807050254,8.857917
5.22,5.238898262792312,3.6690626
-140.35,-131.7083202777777,-114.85793
30.36,46.85681782670279,43.563858
1.6,5.6093940934358075,3.9572787
4.62,0.32857847222222203,-1.6997938
-23.23,-37.428147527299956,-42.13998
7.62,16.127581406281777,7.6945543
17.24,62.52630755143563,52.79787
47.94,54.55360256365122,55.367832
9.09,14.94417289535779,11.8697815
8.22,7.474776050928934,5.019934
-889.92,-777.3063601686514,-892.686
-9.98,-9.280749835758211,-11.790472
-317.02,-215.0766624404763,-350.84195
-123.2,-79.1905077047544,-92.25143
-4.58,-18.13642291305553,-16.526669
21.24,13.190072412631823,12.489145
27.82,63.593988239407054,53.407097
4.51,5.819955633201078,4.686618
17.94,16.15636896444429,11.90175
164.88,123.3018325780861,97.67106
21.9,57.39873667096454,67.77218
121.88,195.03801566587958,157.35805
107.46,85.38610521939026,86.663635
56.85,58.49484115946087,58.149574
31.08,26.58666241152845,32.213177
79.0,135.3907562150045,101.96457
10.71,8.36835746211558,5.6007214
391.35,195.90127858573933,213.11945
1.63,3.7550074393419197,1.3616562
6.01,7.2203955670793745,4.5427265
8.58,6.688379297257868,4.165444
-312.69,-268.83555285714266,-225.51947
-87.11,-31.60856836417853,-26.72415
67.32,74.81137459784543,67.03987
7.02,10.509629631623342,11.172084
35.82,21.405861859659993,26.463041
2.6,12.768271969248392,9.869165
-12.96,-0.2869720238095239,-1.8671178
33.9,28.898009487719804,32.694443
28.77,12.018231256347663,22.325914
1.05,8.91722225984307,6.0802755
21.01,20.173866749359373,16.39654
610.81,210.19489437500005,155.87875
218.7,149.23750782327267,94.546425
-13.22,-30.27870812052362,-29.661657
34.24,43.70940242395821,43.811592
4.44,7.303984049231608,4.983592
21.78,22.711898598230917,16.520624
31.94,41.09100360881263,42.89421
12.28,128.3829079555204,136.08899
27.12,21.746993599223252,25.88547
13.56,20.376985110448217,5.2260504
13.11,8.950808055435465,4.680815
-55.26,-58.32707302503055,-103.74578
63.9,51.77311559845819,51.773643
16.8,11.608979057222534,8.979891
150.26,50.229066598517264,64.30501
8.54,6.8678153330314045,5.48564
7.56,9.682862594634763,8.497095
0.54,7.656794682579573,6.4098625
-32.0,-23.771283298784546,-37.840096
42.3,18.796510862828846,21.169409
14.28,31.795502300357853,37.72604
5.87,2.8796907527215416,-1.0953194
-102.95,-43.089979770361715,-33.548443
5.01,7.5577833912832055,6.2620296
17.7,14.807202066922743,10.920816
0.0,246.83114035751169,193.69673
-8.54,-12.937136997916296,-12.885321
24.06,39.285583633950644,42.88907
-69.89,-311.7699036805558,-334.05017
47.3,42.85935535342746,35.41638
44.1,63.01248218771038,61.657387
-28.06,-18.298452916666662,-27.174908
71.28,47.84003579374208,57.099106
18.14,-4.703895418799199,-14.229768
2.72,3.088947053887207,-1.9083204
-6.5,27.535782996485167,35.38784
-114.85,-159.08086305735927,-142.98831
41.34,36.60808644679554,41.484127
103.2,62.24818416162878,73.14617
-5.89,-20.322986901122754,-19.746939
26.84,13.922222024201936,10.296293
-1.32,-6.383553855229781,-8.348295
181.92,88.24605126542303,92.611465
3.24,11.172201702238567,6.399669
0.0,16.58371838704008,15.286353
139.32,409.28095012482873,470.247
58.5,66.34732694771047,69.05867
2.79,13.357891703146235,11.3297415
3.05,3.3668878205987642,0.5843512
5.7,6.085671590458149,3.8003316
24.28,15.092136539794746,11.122872
1.78,-25.00024332998556,-22.569542
-79.91,-115.15384691468256,-80.50165
-2.52,1.3878564186507953,-2.1488469
-695.17,-788.7176221031749,-943.2265
9.28,38.84021578393149,41.197075
33.12,38.25204341064642,44.54935
32.22,18.034261207585185,20.915375
18.72,16.54198581075845,10.041418
137.15,75.95322439837616,83.67022
4.54,6.314917452520737,5.1065183
54.72,258.91595479076494,176.40613
4.17,-1.7604331845238101,1.0534865
62.73,55.04975872260476,64.25838
231.6,156.2519479088927,114.81648
384.72,146.7634910330194,166.01677
-15.44,-30.9771906324704,-35.995296
-21.64,17.143304431533522,9.268261
44.96,71.56663569739322,67.16897
151.7,-187.71286366071436,-189.74097
22.67,23.060666117710234,26.730898
247.49,220.28418406924914,237.56995
-304.67,-302.86486377885984,-339.40283
-15.58,-8.625360901681555,-10.738044
-12.29,-18.347427619047615,-19.927567
6.06,8.173374124027964,5.5477
15.32,12.553148881902686,11.074734
0.81,13.952348566542433,10.921535
9.56,9.801172597304552,6.827181
12.36,13.66918199689149,8.170759
128.92,76.81450486280883,69.29374
-10.26,-14.543187534732025,-24.339268
1.76,4.3954895754635634,3.5040195
5.49,22.730200513171322,26.13895
21.45,65.02250462102648,47.882877
2.1,8.910588932081705,7.7827606
9.18,76.51128685396712,72.06027
12.3,17.13762918851951,14.208616
0.18,7.700913330368329,4.5019197
-286.65,-217.23667952380933,-198.63976
2.33,4.651645600450067,3.4858649
11.97,7.653576451792888,9.1902075
61.08,46.41988024100672,52.758476
6.42,7.320276156418588,5.699716
12.48,8.61266679843884,5.963316
1.2,0.5951463418010872,0.8270533
-24.21,-28.333139687118432,-29.130579
182.26,141.5567492405266,123.01975
0.54,8.607252461543204,6.0906086
1007.98,344.40681032738115,253.6005
5.98,7.441504310968359,4.6223583
-157.11,-103.92555122023806,-171.83376
11.19,29.415764209257823,26.579695
-4.65,-10.513807691587505,-13.837652
10.68,4.423850991599966,-8.518127
4.0,8.946496645299174,5.8404894
25.05,18.475380794842234,19.55095
3.9,9.7046047960107,9.054049
-2.72,-7.016704077015538,-12.418038
11.78,13.124201686507956,10.0882845
4.52,5.325368099933155,4.1207933
-98.54,-61.71182145833333,-122.79372
127.71,88.62050772084265,78.06995
-39.31,-0.10600507936507811,11.527411
62.2,91.85198862331298,87.05056
3.6,11.375391201665916,5.4587708
3.72,7.601085660112617,4.6130466
10.12,8.07996687500913,6.454391
-10.56,-31.517546558441538,-32.65827
-0.04,-4.810103417510184,-7.800208
37.66,20.767651797861575,24.84573
77.92,75.8384398213156,33.84504
252.6,114.76866230546035,115.152855
1.56,6.993611851408715,10.722651
22.92,41.289649968989494,41.5778
-217.58,-112.03969516865072,-118.91293
14.36,9.832482483179856,8.861078
148.74,219.04900033177128,136.3469
-10.36,-20.58246144481313,-21.497564
-20.7,42.48061131158934,44.73839
2.38,4.30764687113832,3.2761416
-19.13,-33.73695630952382,-31.353662
13.4,10.062996442937367,6.9535947
25.64,13.16363421096097,14.799795
-2.53,-9.402355968261809,-12.218658
15.0,29.894168975006448,39.049507
6.72,7.494780221262397,3.5221233
2.35,2.334066187997567,2.7185802
15.75,28.960399618973288,32.897522
2.69,5.398425300698303,6.0147395
115.29,67.3394477923337,53.15419
176.96,571.9185089321792,533.3247
16.46,9.369452458600074,14.544045
0.0,17.094523946142004,23.061712
8.49,14.51556655369932,9.4204235
14.68,18.787183785791875,12.260208
33.36,16.84140186157053,19.82679
106.39,44.56452810000953,72.83048
-30.94,-30.093352271825406,-30.496088
181.65,-62.21545251984125,-183.37465
5.1,19.589193143434105,9.012792
-6.9,-16.402733085317433,-16.382725
-9.29,-13.948102782287156,-22.34081
1.36,3.4117537232905977,3.3026776
4.56,7.252133899237645,6.387926
29.28,20.439817660185824,23.682066
120.53,-61.944495396825424,-38.02399
-2.97,-9.597785914659013,-12.175656
56.86,13.818249522932847,14.831489
0.0,12.783790690811745,9.294879
1.95,7.9251423111776775,7.5399513
9.8,9.135020215532196,6.17393
12.39,8.116822122365313,6.0326543
-21.6,-23.357908131419226,-21.224869
-123.88,-151.09667429383103,-151.7784
9.06,14.0169728729237,14.196988
15.09,13.427709134277334,9.643271
-427.45,-302.3624604464286,-455.62247
-47.04,-53.92679711309523,-83.354
-1.26,3.7863666354219725,4.719518
12.78,6.796940449444119,5.943314
4.12,17.723655786018213,10.035583
16.98,18.321977165315044,20.53572
5.4,14.52480876493875,12.763866
8.76,14.799180449847979,11.001649
12.8,16.30242153245922,11.649785
54.15,37.42823971645216,39.025032
89.46,78.15875402546253,73.3057
-257.4,-252.02349913510102,-255.15965
4.95,6.668339561452425,4.6227636
-2.19,0.6971497670871831,0.52006555
178.56,81.42481756926024,101.41748
28.32,45.170054369787756,48.74599
7.44,21.49467941209187,25.08496
16.08,22.521211088010386,26.204353
1.53,9.6520249190255,7.691863
-447.18,-395.364658715966,-362.10254
101.7,55.065613378792676,49.34958
28.14,-7.08175510896912,-14.116277
-214.08,-85.06050384469695,-71.66365
-39.52,-32.15497190115443,-35.043
25.11,17.103238687613953,19.728409
7.48,8.045038133118435,4.3148136
0.78,7.496034428970998,4.6845675
27.09,21.47632121963206,21.372404
102.9,221.4490784551523,193.01602
-48.39,-85.26315959686143,-81.279015
-106.26,-154.27016837301585,-143.12112
14.16,14.134810608146092,9.230537
28.16,37.18312120941413,44.424816
11.04,20.22905457292389,20.342844
70.32,155.33956453162614,175.01408
4.74,5.350538460626653,4.735196
180.6,250.64084313596462,123.32302
178.2,100.49775648134445,106.566795
8.88,8.228913802447552,5.4848785
-831.82,-504.5834976091271,-459.76996
78.48,46.42010169832072,44.201244
89.88,231.8127405257936,254.37709
2.88,6.660633151969911,5.4699583
19.77,70.0828385250473,69.287506
85.15,31.440660929573127,31.793081
127.02,78.27106023507955,72.964874
-52.34,-34.128106116265904,-32.41996
7.45,3.5929048907525214,0.5073322
0.96,16.468265868317484,10.346933
102.48,66.36967902048707,68.93812
4.44,3.3669836311072543,2.7384565
36.96,44.771007384609504,47.762794
37.38,18.833073123615794,21.360735
8.16,8.09191962435616,6.5435596
-205.51,-192.94327562499998,-206.8693
4.32,17.135698978477915,16.244778
24.96,23.1105950161486,28.31442
76.44,44.64683047763831,51.158997
-445.11,-239.59489887896814,-215.75304
13.35,11.99728923318182,6.770593
-6.31,-12.587718958333335,-21.869226
212.71,28.92399039279323,49.19737
6.89,8.109793612153776,7.604939
-13.3,-27.294530238095216,-21.868296
996.48,898.9488668885282,1111.0902
18.18,45.98911255605941,43.669266
3.91,5.5993793975914175,4.9156346
22.74,14.636750367628984,10.856306
15.62,14.308617351409607,17.518028
10.68,6.485708117230349,5.066919
204.9,131.600297444452,116.19693
7.2,10.664742881103285,8.869346
11.4,16.355666498534465,9.792319
187.08,121.03955940264137,131.9029
46.47,31.053356952824448,32.519466
-10.16,-2.1347063144645197,0.17708156
-35.85,-34.586164030401164,-42.15589
54.0,167.59055649836492,183.32877
6.2,7.605631420036811,4.362638
46.76,57.51356861742279,45.472385
61.13,16.92003228451956,21.61665
13.38,7.9304031527455106,5.5389028
4.02,8.207531951983174,5.876547
5.66,6.546532985349812,3.9974964
193.61,91.77254680580837,103.634315
57.69,45.75797726027845,45.88468
-119.84,-127.20024377976192,-213.91638
6.0,8.754368189006533,6.29616
-8.65,-8.74155035075556,-13.206864
-4.57,-7.243272220203486,-6.1529474
6.93,6.640086194840051,0.7641492
4.14,3.476678172753212,3.633027
77.28,102.20874462141357,102.906136
111.8,51.077410378291404,55.48919
73.98,60.69428964763643,42.488132
112.79,117.31165492084322,102.91282
219.65,136.57222952775663,106.56233
3.57,1.220070292207792,-1.0849437
0.0,-33.85805147095963,-31.287973
16.88,48.29452611113865,36.39098
3.2,8.377023501630772,8.063325
12.69,13.520750650397451,10.050545
65.52,28.365090304193664,32.534534
6.06,6.996658960273137,4.19355
-26.79,-33.42772098845599,-31.694307
-0.6,-5.808693342421468,-5.483261
95.76,56.63889109549373,56.89821
32.49,19.48812029221058,20.917406
18.56,63.17625220953514,67.93093
69.68,11.031478629899691,-17.391191
-23.08,-11.725634047619058,-12.889666
4.96,3.8113536403750112,3.4285173
1.14,3.6068296044769594,3.509973
-64.24,-83.45706190566378,-92.93263
1.5,18.716463458836163,18.343504
26.64,14.5614696714808,6.3157744
-80.47,-80.91821228046445,-81.50401
-263.09,-8.65189537698412,-79.68047
21.01,20.685605729825415,16.247355
0.33,4.294516780424909,4.621268
39.28,26.32681326823573,28.04361
60.88,26.538189083927563,35.315628
8.35,0.3765073874389499,1.4650434
25.74,105.61447855706749,98.96158
60.66,78.2507258374325,63.435684
93.72,126.11544972466892,138.76897
-1.34,-10.961764017857133,-12.173293
65.73,46.44524702376339,40.208755
177.66,120.5069571170281,111.72467
-168.68,-89.44444482186316,-84.05479
6.18,10.603496228519042,6.913055
4.44,7.669599827935704,5.183368
53.16,26.90525950653794,31.372301
239.7,119.3377078531458,130.87534
50.44,46.72969681347299,43.92323
26.1,24.578961582161973,25.278553
356.58,177.73361595089509,156.92404
17.94,13.97837798450711,13.330901
0.0,66.3251689890673,72.21282
5.62,-139.2293678968253,-116.13007
15.54,14.98385622995061,6.716303
91.56,72.98821743429278,78.60822
136.08,107.68220303301874,100.98171
10.89,10.530430344030954,5.505373
88.95,48.88797386802531,46.6524
18.54,22.07581631385251,19.232214
6.63,28.610293386539134,28.48691
8.88,13.586888432759485,11.556577
188.79,131.15849485372325,136.0054
-58.72,-163.2714121527777,-170.81784
-59.4,-55.99516214285714,-61.886356
14.9,11.602424693568228,8.4448595
69.6,41.539235685516275,42.739906
0.92,7.130522496862402,4.461036
45.49,34.1217356426562,37.9211
-2.51,-3.0572777353896106,-3.1061141
208.8,134.74148371433975,138.69604
8.71,10.051604563492063,8.507575
1.26,28.031416882621674,29.741125
109.2,81.04283529242998,114.573006
-34.18,-33.848211619769124,-28.87976
59.19,122.6392977087658,127.72462
2.0,11.607589347066858,4.4438863
-28.06,5.892917763319276,1.2392417
41.4,36.431234338725794,39.609905
255.48,196.5512271442906,173.39926
15.83,13.842622262797047,8.886808
-1.52,6.487255537116673,10.241695
5.27,8.417881721813188,10.176594
-0.69,5.960688326104778,6.5421085
20.7,13.071962725992705,5.2083597
17.88,15.679007434354537,9.944359
25.42,17.73973350455929,17.418436
92.16,45.27261727573343,45.167675
197.77,126.65080867381404,100.9875
7.65,8.341692871447712,5.3910747
-10.8,3.621527854222499,1.9087348
24.12,16.826697030952737,12.817324
43.92,20.27568756670955,22.24658
7.56,13.777581469304241,10.208153
5.57,12.36366652874566,6.0384054
50.12,-9.074580831621054,37.357033
170.93,82.2884149644961,88.82587
9.48,20.713512435287633,19.183977
1.53,3.585974029938812,3.4782896
125.16,87.02297463678009,89.24379
25.65,231.25043049486464,244.678
10.07,5.354010599243492,1.2719357
2.11,5.358143968147553,3.716642
104.64,45.558204690300464,31.02629
-32.82,-34.55894102272727,-34.071404
0.51,14.62564308895081,8.13933
-7.97,-85.90916445314211,-94.72613
-16.93,-26.902070263188616,-28.183779
7.06,-20.098549264379326,-23.994438
5.59,4.94174905676513,1.9006283
0.66,6.73462765633413,4.4972873
9.62,11.53669645021645,9.784778
267.2,240.24070785179862,218.4959
58.77,228.9396290075417,247.74973
13.16,10.91606904922028,8.642522
-3.11,-8.372139708210014,-8.251916
23.32,76.16176267458785,76.17449
18.68,9.753927910186034,12.521759
293.16,285.2563466531386,290.01697
9.66,7.171540352583769,8.162276
-3.2,-8.471017052366937,-13.004482
-35.22,-16.972672096885848,-22.861916
16.59,16.238721896211306,11.444794
167.36,95.98303500642044,79.72973
4.5,21.921666424885366,24.753887
20.22,13.321760410450446,11.645119
-385.15,-292.3722427876983,-438.9556
0.0,74.9461474722363,82.54304
83.7,84.33140301860819,64.8545
70.32,200.3203250467177,196.78235
200.43,129.7028100318655,128.57571
5.78,5.9859329737623455,4.6637044
3.78,9.95444169739735,5.9029784
-19.96,30.504636092131918,36.816113
54.72,38.791017615800854,38.92347
17.58,15.906896990214406,11.9660845
36.18,22.923290558894124,20.261871
3.68,6.02291504267572,5.26058
